20170601 055000;1.284380;1.284690;1.284340;1.284480;0
20170601 055100;1.284470;1.284470;1.284060;1.284070;0
20170601 055200;1.284080;1.284270;1.284070;1.284170;0
20170601 055300;1.284170;1.284170;1.284070;1.284170;0
20170601 055400;1.284170;1.284310;1.284110;1.284120;0
20170601 055500;1.284100;1.284160;1.282960;1.283270;0
20170601 055600;1.283270;1.283590;1.283220;1.283550;0
20170601 055700;1.283530;1.283680;1.283090;1.283680;0
20170601 055800;1.283670;1.284190;1.283660;1.284190;0
20170601 055900;1.284170;1.284240;1.284100;1.284200;0
20170601 060000;1.284200;1.284360;1.284190;1.284360;0
20170601 060100;1.284370;1.284810;1.284200;1.284810;0
20170601 060200;1.284810;1.284990;1.284540;1.284540;0
20170601 060300;1.284550;1.284770;1.284500;1.284680;0
20170601 060400;1.284670;1.284670;1.284240;1.284240;0
20170601 060500;1.284210;1.284320;1.284140;1.284270;0
20170601 060600;1.284270;1.284400;1.284200;1.284340;0
20170601 060700;1.284330;1.284330;1.284070;1.284250;0
20170601 060800;1.284230;1.284230;1.283890;1.283960;0
20170601 060900;1.283970;1.284080;1.283550;1.283650;0
20170601 061000;1.283630;1.283770;1.283330;1.283460;0
20170601 061100;1.283500;1.283540;1.283420;1.283440;0
20170601 061200;1.283450;1.283600;1.283450;1.283600;0
20170601 061300;1.283620;1.283670;1.283490;1.283580;0
20170601 061400;1.283580;1.283690;1.283520;1.283670;0
20170601 061500;1.283670;1.283770;1.283600;1.283750;0
20170601 061600;1.283730;1.283730;1.283500;1.283590;0
20170601 061700;1.283580;1.283590;1.283490;1.283490;0
20170601 061800;1.283500;1.283600;1.283500;1.283580;0
20170601 061900;1.283570;1.283970;1.283570;1.283930;0
20170601 062000;1.283910;1.284270;1.283870;1.284060;0
20170601 062100;1.284070;1.284070;1.283880;1.283980;0
20170601 062200;1.283950;1.284110;1.283930;1.284110;0
20170601 062300;1.284090;1.284090;1.283730;1.283740;0
20170601 062400;1.283760;1.283760;1.283500;1.283500;0
20170601 062500;1.283500;1.283590;1.283380;1.283450;0
20170601 062600;1.283440;1.283440;1.283240;1.283240;0
20170601 062700;1.283230;1.283640;1.283170;1.283640;0
20170601 062800;1.283640;1.283720;1.283520;1.283560;0
