Arizona,,2016-11-08 10:31pm,48.9,46.4,11,1,52
North Carolina,,2016-11-08 10:31pm,50.5,46.9,15,1,84
Georgia,,2016-11-08 10:31pm,56.8,40.5,16,1,49
New Hampshire,,2016-11-08 10:31pm,48.7,45.8,4,1,47
Virginia,,2016-11-08 10:31pm,46.7,48.2,13,1,87
Colorado,,2016-11-08 10:31pm,43.7,48.8,9,1,65
Iowa,,2016-11-08 10:31pm,37.8,57.2,6,1,19
Pennsylvania,,2016-11-08 10:31pm,45.6,51,20,1,51
Wisconsin,,2016-11-08 10:33pm,49,45.8,10,1,45
Iowa,,2016-11-08 10:33pm,37.9,57.1,6,1,19
Virginia,,2016-11-08 10:35pm,46.6,48.2,13,1,88
Iowa,,2016-11-08 10:36pm,38.9,56.1,6,1,21
Wisconsin,,2016-11-08 10:37pm,48.3,46.5,10,1,47
Michigan,,2016-11-08 10:37pm,49.5,45.5,16,1,37
North Carolina,,2016-11-08 10:41pm,50.7,46.5,15,1,90
Arizona,,2016-11-08 10:42pm,49,46.3,11,1,54
Pennsylvania,,2016-11-08 10:42pm,46.4,50.1,20,1,59
Michigan,,2016-11-08 10:46pm,49,46,16,1,38
New Hampshire,,2016-11-08 10:46pm,48.4,46.1,4,1,51
Wisconsin,,2016-11-08 10:46pm,48.6,46.2,10,1,50
Colorado,,2016-11-08 10:50pm,43.9,48.6,9,1,67
New Hampshire,,2016-11-08 10:50pm,48.8,45.8,4,1,54
North Carolina,,2016-11-08 10:51pm,50.8,46.4,15,1,91
Wisconsin,,2016-11-08 10:53pm,49,45.9,10,1,56
Pennsylvania,,2016-11-08 10:54pm,47,49.5,20,1,66
Michigan,,2016-11-08 10:54pm,48.5,46.4,16,1,45
Iowa,,2016-11-08 10:54pm,43.6,50.9,6,1,36
New Hampshire,,2016-11-08 10:55pm,49.2,45.4,4,1,57
Iowa,,2016-11-08 10:56pm,44,50.5,6,1,38
Georgia,,2016-11-08 10:56pm,56.8,40.5,16,1,49
Arizona,,2016-11-08 10:58pm,49.1,46.2,11,1,56
Pennsylvania,,2016-11-08 10:58pm,47.3,49.2,20,1,67
North Carolina,,2016-11-08 11:02pm,51,46.3,15,1,92
Arizona,,2016-11-08 11:02pm,49.2,46,11,1,58
New Hampshire,,2016-11-08 11:02pm,48.5,46.1,4,1,59
Michigan,,2016-11-08 11:03pm,48,46.9,16,1,46
Iowa,,2016-11-08 11:05pm,44.8,49.7,6,1,40
Georgia,,2016-11-08 11:05pm,56.8,40.5,16,1,49
North Carolina,,2016-11-08 11:05pm,51.1,46.1,15,1,93
Arizona,,2016-11-08 11:05pm,49.2,46,11,1,58
Pennsylvania,,2016-11-08 11:08pm,47.2,49.4,20,1,69
Wisconsin,,2016-11-08 11:08pm,49.1,45.7,10,1,58
North Carolina,,2016-11-08 11:08pm,51.2,46.1,15,1,93
Wisconsin,,2016-11-08 11:08pm,48.8,46.1,10,1,60
Michigan,,2016-11-08 11:10pm,48.4,46.5,16,1,50
Pennsylvania,,2016-11-08 11:10pm,47.1,49.4,20,1,73
Georgia,,2016-11-08 11:10pm,53.6,43.4,16,1,74
New Hampshire,,2016-11-08 11:10pm,48.2,46.4,4,1,51
Oregon,,2016-11-08 11:15pm,40.2,53.4,7,1,68
Arizona,,2016-11-08 11:20pm,49.2,45.9,11,1,59
Iowa,,2016-11-08 11:20pm,48.5,45.9,6,1,50
Michigan,,2016-11-08 11:20pm,47.9,47.1,16,1,55
New Hampshire,,2016-11-08 11:20pm,48.3,46.3,4,1,63
Wisconsin,,2016-11-08 11:20pm,48.9,45.9,10,1,64
Michigan,,2016-11-08 11:30pm,47.7,47.2,16,1,56
Wisconsin,,2016-11-08 11:30pm,49.1,45.8,10,1,65
New Hampshire,,2016-11-08 11:30pm,48.2,46.2,4,1,64
Iowa,,2016-11-08 11:30pm,49.2,45.1,6,1,54
Nevada,,2016-11-08 11:35pm,43,51.7,6,1,50
Pennsylvania,,2016-11-08 11:35pm,47.5,49,20,1,81
Wisconsin,,2016-11-08 11:35pm,49.2,45.7,10,1,68
Michigan,,2016-11-08 11:35pm,47.9,47,16,1,58
Florida,,2016-11-08 11:35pm,49.1,47.7,29,1,98
Wisconsin,,2016-11-08 11:37pm,49,45.9,10,1,70
Washington,,2016-11-08 11:42pm,45.4,48.2,12,1,38
Maine,,2016-11-08 11:45pm,44.2,48.9,4,1,58
Nebraska,,2016-11-08 11:45pm,59.4,35.1,5,1,72
New Hampshire,,2016-11-08 11:45pm,48.5,46.1,4,1,66
Nevada,,2016-11-08 11:45pm,43.8,50.6,6,1,63
Utah,,2016-11-08 11:48pm,52.9,21.6,6,1,30
Iowa,,2016-11-08 11:48pm,51.1,43.1,6,1,65
Georgia,,2016-11-08 11:48pm,51.6,45.3,16,1,84
Michigan,,2016-11-08 11:48pm,48.1,46.8,16,1,60
Pennsylvania,,2016-11-08 11:48pm,47.6,48.8,20,1,82
Arizona,,2016-11-08 11:48pm,49.4,45.8,11,1,61
